260,270,280,290,300,320,350,400,450,500,550,600,650,700,750,800,900
0.889467071,0.827544618,0.80849481,0.814134858,0.809554504,0.784009876,0.8047483,0.842361491,0.894510292,0.908854525,0.927913501,0.946256088,0.957454088,0.966756414,0.966704011,0.970235873,0.980864792
