260,270,280,290,300,320,350,400,450,500,550,600,650,700,750,800,900
0.883115961,0.797528862,0.771223831,0.74460497,0.768342015,0.772883794,0.759388192,0.834863273,0.88786825,0.906852912,0.929849144,0.943524843,0.956812912,0.960472767,0.964950192,0.969124076,0.982046957
