Diphoton_mass,Diphoton_pt_mgg,Diphoton_dPhi,LeadPhoton_pt_mgg,SubleadPhoton_pt_mgg,MET_pt,diphoton_met_dPhi,ditau_met_dPhi,ditau_deta,lead_lepton_pt,lead_lepton_mass,jet_1_pt,ditau_pt,ditau_mass,ditau_dR,ditau_dphi,Diphoton_ditau_dphi,dilep_leadpho_mass,reco_MX_mgg,Diphoton_ditau_deta,Diphoton_lead_lepton_deta,Diphoton_lead_lepton_dR,Diphoton_sublead_lepton_deta,Diphoton_sublead_lepton_dR,LeadPhoton_ditau_dR,LeadPhoton_lead_lepton_dR,SubleadPhoton_lead_lepton_dR
0.5,0.882900689,0.826727513,0.86263373,0.744420797,0.653217092,0.72463565,0.794593411,0.67552476,0.705340511,0.542030701,0.639546061,0.869143736,0.561472425,0.842239579,0.801931428,0.765067814,0.8006441,0.922048817,0.569493225,0.569890602,0.719813395,0.576029523,0.701464687,0.708535756,0.707446711,0.685329914
