signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-750,0.9795034321602001,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9781910480072272,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9743011742814953,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9785321755581985,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9755246972479285,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-750,0.970499075226577,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9709204814356186,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9652642691642933,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9803427808573888,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9749881737798062,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9725477949255141,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.970996251581943,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.966624043316784,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-750,0.9640550211118406,"[128, 128, 64, 8]"
