signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-320,0.8495244452870273,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8622048118747763,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8827177974095681,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-320,0.879765912848067,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8683507540498068,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8561496681858218,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8602662681130144,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8564164588537041,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8819206486291827,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8781390388912133,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8866615489558769,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.882641320315553,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8433751618583148,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8545407337498101,"[128, 128, 64, 8]"
