signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-800,0.9811719192615642,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9802076842279182,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9807330945119761,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9809696658249045,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9758160307994314,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9707593457068804,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9621699045977861,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9506645000635009,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9814306501936113,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9797370498056781,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9720168321242675,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9716408574664619,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9585218698371054,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-800,0.9636687185858425,"[128, 128, 64, 8]"
