signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-350,0.8484872811798017,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8333520382214556,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8533595385832299,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8775728829796179,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8516742659514145,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8415325726226158,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8454382136265473,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8479795483782535,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8543905059103274,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8749156182333654,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8544437652123114,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8755798670030908,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.843408829896081,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-350,0.8329329824170062,"[128, 128, 64, 8]"
