Diphoton_mass,Diphoton_pt_mgg,Diphoton_dPhi,LeadPhoton_pt_mgg,SubleadPhoton_pt_mgg,MET_pt,diphoton_met_dPhi,ditau_met_dPhi,ditau_deta,lead_lepton_pt,lead_lepton_mass,jet_1_pt,ditau_pt,ditau_mass,ditau_dR,ditau_dphi,Diphoton_ditau_dphi,dilep_leadpho_mass,reco_MX_mgg,Diphoton_ditau_deta,Diphoton_lead_lepton_deta,Diphoton_lead_lepton_dR,Diphoton_sublead_lepton_deta,Diphoton_sublead_lepton_dR,LeadPhoton_ditau_dR,LeadPhoton_lead_lepton_dR,SubleadPhoton_lead_lepton_dR
0.5,0.571223443,0.576989912,0.536168924,0.520731061,0.568225975,0.59131142,0.68423314,0.600260697,0.523889135,0.504643534,0.609031713,0.530673707,0.562049653,0.541370983,0.57215695,0.644556857,0.576173871,0.557706511,0.556004189,0.563632007,0.584922433,0.565794981,0.561548303,0.513608171,0.567249263,0.501722491
