signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-1000,0.9943228509529185,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9941090850826639,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9940515655386161,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9396017594784394,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9944754206381099,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9894447376686162,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9860493744048646,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.5,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9870485882245297,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9923034114952975,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9373831458492601,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9305005474388418,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.5,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-1000,0.9908236270896534,"[128, 128, 64, 8]"
