signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-400,0.9195878063366709,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9345892799000861,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9229764247821586,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9044190384992166,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9196827653610141,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9283026144118207,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-400,0.5,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9101044777611148,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9091800605027581,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9211388998131852,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.9215999054284107,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.5,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.5,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-400,0.5,"[128, 128, 64, 8]"
