signal,score,nodes per hidden layer
GluGluToRadionToHHTo2G2Tau_M-320,0.8657151060777115,"[8, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8805272388442589,"[16, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.9010938719629296,"[16, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-320,0.9084014364447793,"[32, 32, 16]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8847471837809276,"[32, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-320,0.901356894482057,"[64, 64, 32]"
GluGluToRadionToHHTo2G2Tau_M-320,0.8855699793583105,"[64, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-320,0.4997888093818326,"[128, 128, 64]"
GluGluToRadionToHHTo2G2Tau_M-320,0.9159929446135787,"[16, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.9106035840530675,"[32, 32, 16, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.913669830164329,"[32, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.5,"[64, 64, 32, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.5,"[64, 128, 64, 8]"
GluGluToRadionToHHTo2G2Tau_M-320,0.904694020408576,"[128, 128, 64, 8]"
