Mx,AucScores
1000,0.944871083345432
900,0.9381668833292027
800,0.925985914278828
750,0.91924479025013
700,0.9106480558785889
650,0.9012152398911947
600,0.8887771768996487
550,0.8711170763894119
500,0.8498978590140256
450,0.8180439280477089
400,0.770040514030118
350,0.6943352845501343
320,0.6200210548534572
300,0.5523602341127165
290,0.5121896275864932
280,0.4673305636957905
270,0.44470163983720834
260,0.6504268995882526
