Mx,AucScores
1000,0.6312670107301387
900,0.6356632655931628
800,0.6392998367168752
750,0.6415705527129651
700,0.6423850116861347
650,0.6439679185180852
600,0.6495429292131596
550,0.6529643490361905
500,0.6552402678094851
450,0.6578386953345277
400,0.6617126632938451
350,0.667827867179455
320,0.6674254011005578
300,0.6679072883289474
290,0.6618972715245364
280,0.6552861845933748
270,0.6382634465739561
260,0.604707868487754
