Mx,AucScores
1000,0.8822039763383502
900,0.8700496947709749
800,0.8454139744825265
750,0.8347382122370521
700,0.8217798987642488
650,0.8057349941121078
600,0.7840353529266756
550,0.7580873685229178
500,0.7273222385586702
450,0.6928246344468314
400,0.6373054627698753
350,0.5778111100370362
320,0.5377388875556394
300,0.5135586745350283
290,0.5117950234793003
280,0.5069131772407858
270,0.5123791152505041
260,0.5297530661456719
