Mx,AucScores
1000,0.9219289280426395
900,0.9091564305052894
800,0.8926180863409197
750,0.8814465322650931
700,0.8698743357802187
650,0.8574625254774944
600,0.8428097056013212
550,0.8220819336626524
500,0.7991480602528791
450,0.7699105067527192
400,0.7364921290752495
350,0.6923672085679716
320,0.658722001072471
300,0.6347882467420469
290,0.6206758528028061
280,0.6086224656452194
270,0.5
260,0.5718641664508701
