Mx,AucScores
1000,0.9771584261363349
900,0.9697404072077307
800,0.9593914431377616
750,0.9511529484841577
700,0.941320487897657
650,0.9295651614019136
600,0.9143005163408392
550,0.8915096405832511
500,0.8604234087230724
450,0.8140769565863769
400,0.7492266637514793
350,0.6570849487114472
320,0.5878300815492689
300,0.5370169459462915
290,0.5077162150989355
280,0.47223850316506183
270,0.42550025721668755
260,0.6152554672967339
