Mx,AucScores
1000,0.9519346028819472
900,0.9336606757298305
800,0.9059664760737349
750,0.8872981585916447
700,0.1496530914064738
650,0.8358627390103446
600,0.8027087442845948
550,0.7574340582610031
500,0.6981564805713145
450,0.6265661919586369
400,0.5385840588664313
350,0.5689189782389077
320,0.640519305904913
300,0.6932212957222272
290,0.719670757327154
280,0.7505694977023355
270,0.7818060661048831
260,0.8161308725554767
