Mx,AucScores
1000,0.980763538352035
900,0.9748874608002168
800,0.9661366826987227
750,0.9599711499356791
700,0.9519260170417689
650,0.9430204568863323
600,0.9303098944603239
550,0.9133620583431674
500,0.8892541296834594
450,0.8546384920293961
400,0.801856427033595
350,0.7179066845763522
320,0.6364445195066089
300,0.5648557979923764
290,0.5170382500805487
280,0.4622765450819338
270,0.48755851081213675
260,0.5972693152442475
