Mx,AucScores
1000,0.8891103179730232
900,0.8762897146395932
800,0.8567193630998451
750,0.8473227507225166
700,0.8352116173858696
650,0.8205510070424509
600,0.8017508913620572
550,0.7818931121408016
500,0.7569285842814149
450,0.7260538357876537
400,0.6879174662738708
350,0.6418461949952506
320,0.6085376400903842
300,0.582327269389413
290,0.501463349062061
280,0.5568676773229885
270,0.5406882030226934
260,0.5263539838492537
