Mx,AucScores
1000,0.8518049664840452
900,0.843987152450136
800,0.8297387490512551
750,0.8238081032806188
700,0.8153023867296053
650,0.8017789991472608
600,0.7915040086536225
550,0.782031451414556
500,0.7639531262938195
450,0.7435576160846228
400,0.7161563519315329
350,0.6821590521636991
320,0.6528943274009804
300,0.6352131340623232
290,0.6241176537388284
280,0.6128266110102257
270,0.5977284018251253
260,0.5773382983527624
