Mx,AucScores
1000,0.9293059234857157
900,0.9364777510736075
800,0.917367549002568
750,0.9085619755886907
700,0.9075712020564675
650,0.8859311199287763
600,0.8825672986699348
550,0.8638612675514339
500,0.8353151730725743
450,0.8132113088929611
400,0.7729076235379884
350,0.7274002319858113
320,0.695917327770083
300,0.6853452150537024
290,0.6860113503739613
280,0.6897168874522083
270,0.6968394123689552
260,0.688403597524404
